Club Name,Pitch Name,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,Annual Rainfall,Rain Days,Uses VEO,VEO Recordings,VEO Club Identifier
Craobh Chiaráin GAA,Clonslaugh Pitch,53.40889500,-6.19883900,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.408895,-6.198839",https://twitter.com/craobhchiarain,37.00,931.70,241.00,false,0,
Craobh Rua GAA,Craobh Rua Park,54.19181400,-6.39312500,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.191814,-6.393125",https://twitter.com/craobh_rua,69.00,969.36,285.00,false,0,
Cratloe,,52.69622700,-8.76128700,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.696227,-8.761287",https://twitter.com/cratloegaaclub,20.00,1124.40,269.00,false,0,
Craughwell GAA,,53.22990000,-8.73011000,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.2299,-8.73011",https://twitter.com/craughwellgaa,25.00,1142.60,269.00,false,0,
Crecora/Manister,,52.57293000,-8.66484100,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.57293,-8.664841",https://twitter.com/crecoragaa,40.00,1019.10,257.00,false,0,
Creggs GAA,Creggs GAA Pitch,53.59275600,-8.36638900,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.592756,-8.366389",https://twitter.com/GaaCreggs,71.00,1070.40,261.00,false,0,
Cremartin Shamrocks,Páirc Na Seamróige,54.16008100,-6.81535000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.160081,-6.81535",https://twitter.com/cremartingaa,113.00,953.40,258.00,false,0,
Crettyard,,52.86580100,-7.10565600,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.865801,-7.105656",https://twitter.com/gaacrettyard,190.00,934.80,261.00,false,0,
Crinkle,,53.07688200,-7.89102600,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.076882,-7.891026",,66.00,980.70,266.00,false,0,
Croagh/Kilfinny,Páirc an Chrocaigh,52.53263800,-8.86040400,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.532638,-8.860404",https://twitter.com/croaghkilfnygaa,28.00,1030.80,252.00,false,0,
Croí Ró Naofa,,53.27675300,-6.38429600,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.276753,-6.384296",https://twitter.com/croironaofagaa,104.00,1097.40,250.00,false,0,
Cromane,,52.10313800,-9.89923700,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.103138,-9.899237",https://twitter.com/realtnamaraclg,19.00,1395.70,279.00,false,0,
Crookedwood,,53.60210600,-7.28325600,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.602106,-7.283256",,107.00,953.00,264.00,false,0,
Croom,Páirc Na nGael Cromadh,52.51338500,-8.72937300,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.513385,-8.729373",https://twitter.com/croomgaa,28.00,1019.10,257.00,false,0,
Crossabeg-Ballymurn,,52.42231100,-6.46441300,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.422311,-6.464413",https://twitter.com/Cbeg_Bmurn_GAA,69.00,1110.60,248.00,false,0,
Crosserlough GAA,Dr. Plunkett Park,53.86197500,-7.31633100,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.861975,-7.316331",https://twitter.com/CCrosserlough,107.00,984.80,284.00,false,0,
Crosshaven,,51.80741600,-8.28115300,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.807416,-8.281153",https://twitter.com/gaacrosshaven,58.00,1242.10,246.00,false,0,
"Crossmaglen Rangers, GAA",St. Oliver Plunket Park,54.07490600,-6.60904300,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.074906,-6.609043",https://twitter.com/crossrangers,136.00,974.57,279.00,false,0,
Crossmolina Deel Rovers,St. Tiernan's Park,54.10482940,-9.30720934,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.1048294,-9.307209335",https://twitter.com/deelroversgaa,23.00,1225.10,286.00,false,0,
Crotta O'Neills,,52.36276000,-9.63411000,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.36276,-9.63411",https://twitter.com/crottagaa,18.00,1410.30,281.00,false,0,
Crumlin GAA,Pearse Park,53.32321900,-6.31570100,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.323219,-6.315701",https://twitter.com/crumlingaa,46.00,927.50,245.00,false,0,
Crusheen,,52.93602500,-8.89859500,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.936025,-8.898595",https://twitter.com/crusheengaa,36.00,1162.00,260.00,false,0,
Cuala GAA,Meadowvale,53.27314100,-6.15803000,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.273141,-6.15803",https://twitter.com/cualaclg,37.00,1097.40,250.00,false,0,
Cuala GAA,Hyde Park,53.28011800,-6.11251100,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.280118,-6.112511",https://twitter.com/cualaclg,21.00,1097.40,250.00,false,0,
Cuala GAA,Thomastown Park (Shared),53.27147700,-6.13535800,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.271477,-6.135358",https://twitter.com/cualaclg,54.00,1097.40,250.00,false,0,
Cuala GAA,Shankhill,53.22292900,-6.12112700,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.222929,-6.121127",https://twitter.com/cualaclg,28.00,1097.40,250.00,false,0,
"Cuchulainn Gaels, Omeath",,54.08284600,-6.25627600,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=54.082846,-6.256276",,22.00,1010.40,259.00,false,0,
Cuchulainn's GAA,Edwin Carolan Community Park,53.80869300,-6.93889700,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.808693,-6.938897",https://twitter.com/clgcuchulainn,100.00,956.62,285.00,false,0,
"Cúchulainn's GAA, Armagh",Pearse Óg Park,54.34945200,-6.65998000,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.349452,-6.65998",https://twitter.com/cuchulainnsarma,42.00,871.79,277.00,false,0,
"Cúchulainn's GAA, Mullaghbane",Cúchulainn Park,54.10977200,-6.48769700,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.109772,-6.487697",https://twitter.com/mullaghbawngaa,104.00,918.32,281.00,false,0,
"Cuchullainn's GAA, Dunloy",Pearse Park,55.00771700,-6.41204000,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=55.007717,-6.41204",https://twitter.com/dunloygac,130.00,1069.63,295.00,false,0,
Cullen,,52.11446900,-9.12535200,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.114469,-9.125352",https://twitter.com/cullengaa,154.00,1199.50,261.00,false,0,
Culloville Blues GAC,Gaelic Park,54.05877700,-6.63988500,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.058777,-6.639885",https://twitter.com/culloville_gaa,99.00,926.64,277.00,false,0,
Cumann Peile na bPiarsaigh,,53.38593200,-9.61017400,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.385932,-9.610174",https://twitter.com/na_piarsaigh,14.00,1745.30,283.00,false,0,
Curraha,,53.55410300,-6.45457800,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.554103,-6.454578",https://twitter.com/currahagfc,93.00,819.60,243.00,false,0,
Currin Sons of St Patrick ,Páirc Churraichín,54.13075300,-7.25743000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.130753,-7.25743",https://twitter.com/curringaa,53.00,987.70,264.00,false,0,
Currow,,52.18001600,-9.50772700,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.180016,-9.507727",https://twitter.com/currowgaa,45.00,1303.30,276.00,false,0,
Curry GAA,,54.00540000,-8.78480000,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.0054,-8.7848",https://twitter.com/currygaaclub,61.00,1246.90,280.00,false,0,
Daingean,,53.30202400,-7.29189400,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.302024,-7.291894",https://twitter.com/daingeangaa,83.00,907.10,255.00,false,0,
Danesfort,,52.58360300,-7.24062600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.583603,-7.240626",https://twitter.com/danesfortclg,76.00,886.90,244.00,false,0,
Davidstown-Courtnacuddy GAA,,52.46203000,-6.66240200,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.46203,-6.662402",https://twitter.com/dcgaaclub,64.00,1143.30,239.00,false,0,
Davitts GAA,Ballindine,53.67240000,-8.95848000,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.6724,-8.95848",https://twitter.com/Davitts_GAA,59.00,1235.60,275.00,false,0,
"Davitt's GAA, Ballyhegan",Ballyhegan Park,54.40725900,-6.57401800,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.407259,-6.574018",https://twitter.com/ballyhegangac,31.00,936.27,279.00,false,0,
Deel Rovers,,52.34111000,-8.85224000,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.34111,-8.85224",,113.00,956.80,254.00,false,0,
Delanys,,51.92815000,-8.47143500,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.92815,-8.471435",https://twitter.com/delanysgaa,89.00,1322.50,239.00,false,0,
De La Salle,Cleaboy Road,52.26566800,-7.14900200,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.265668,-7.149002",https://twitter.com/DeLaSalleGAA1,67.00,1240.40,236.00,false,0,
Delvin,,53.60312100,-7.10571500,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.603121,-7.105715",https://twitter.com/delvingaa,87.00,922.40,262.00,false,0,
Denn GAA,St. Matthew's Park,53.92023500,-7.26460700,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.920235,-7.264607",https://twitter.com/DennGAA,114.00,1013.28,288.00,false,0,
Derry GAA,Páirc na gCeilteach,54.99315300,-7.33579100,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.993153,-7.335791",,31.00,1017.10,275.00,false,0,
Derry GAA Centre of Excellence,"Owenbeg, Dungiven",54.92417810,-6.95308810,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.9241781,-6.9530881",https://twitter.com/doiregaa,74.00,1126.89,291.00,false,0,
Derrygonnelly Harps,Canon Tom Maguire Park,54.42193800,-7.82769600,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.421938,-7.827696",https://twitter.com/DgonnellyHarps,64.00,1130.80,287.00,false,0,
Derrynane ,,51.76502300,-10.10411900,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.765023,-10.104119",https://twitter.com/doirefhionanclg,10.00,1788.40,261.00,false,0,
Derrytresk Fir an Chnoic GAA,Derrytresk GAA Grounds,54.51802600,-6.64025000,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.518026,-6.64025",https://twitter.com/derrytreskgac,15.00,886.13,279.00,false,0,
Diarmuid O'Máthúna's,Coppeen,51.77289500,-8.97373400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.772895,-8.973734",https://twitter.com/domathunas,101.00,1453.00,249.00,false,0,
Dicksboro,Dicksboro,52.65699100,-7.27307200,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.656991,-7.273072",https://twitter.com/DicksboroGAA,58.00,909.30,247.00,false,0,
Dingle,,52.13734400,-10.26751700,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.137344,-10.267517",https://twitter.com/DingleGAA,11.00,1813.90,285.00,false,0,
Dohenys,,51.71460700,-9.11028300,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.714607,-9.110283",https://twitter.com/dohenygaa,65.00,1662.20,263.00,false,0,
Doire Cholmcille GAA,Páirc Cholm Cille,55.00893000,-7.33793200,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=55.00893,-7.337932",https://twitter.com/dcolmcillegaa,42.00,1017.99,293.00,false,0,
Donaghmore/Ashbourne,,53.50943000,-6.41049400,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.50943,-6.410494",https://twitter.com/donashgaa,65.00,799.00,241.00,false,0,
Donaghmoyne Fontenoys,Páirc Fontenoy,54.01472000,-6.69943000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.01472,-6.69943",https://twitter.com/DonaghmoyneGaa,65.00,930.50,255.00,false,0,
Donard Glen GAA,,53.02159000,-6.61933400,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=53.02159,-6.619334",https://twitter.com/donardglengaa,170.00,1129.30,281.00,false,0,
Donegal GAA,O'Donnell Park,54.94551200,-7.75456100,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.945512,-7.754561",,3.00,1051.30,271.00,false,0,
Donegal GAA,Fr Tierney Park,54.49796900,-8.19344800,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.497969,-8.193448",,21.00,1394.60,285.00,false,0,
Donegal GAA,MacCumhail Park,54.80152500,-7.78204700,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.801525,-7.782047",,18.00,1083.40,275.00,false,0,
Doneraile,,52.21080800,-8.58694400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.210808,-8.586944",https://twitter.com/donerailegaa,73.00,1093.60,249.00,false,0,
Donoughmore,,51.98983600,-8.72862100,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.989836,-8.728621",https://twitter.com/DonoughmoreGaa,168.00,1356.00,252.00,false,0,
Doohamlet O'Neills,Páirc Uí Néill,54.13041400,-6.81889000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.130414,-6.81889",https://twitter.com/DoohamletGFC,93.00,953.40,258.00,false,0,
Doon,,53.33188300,-7.83070700,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.331883,-7.830707",https://twitter.com/doongaa_offaly,54.00,938.40,259.00,false,0,
Doon,,52.60103800,-8.24635500,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.601038,-8.246355",https://twitter.com/doongaaclub,88.00,1199.10,266.00,false,0,
Doonbeg,Páirc Uí Seancháin,52.72570800,-9.54630600,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.725708,-9.546306",https://twitter.com/doonbegfootball,15.00,1434.40,280.00,false,0,
Douglas,,51.87447100,-8.44289800,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.874471,-8.442898",https://twitter.com/douglasgaaclub,7.00,1336.60,234.00,false,0,
Down GAA,McKenna Park,54.47782700,-5.51003500,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.477827,-5.510035",,17.00,947.50,248.00,false,0,
Down GAA,Páirc Esler,54.16306800,-6.33712400,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.163068,-6.337124",,2.00,984.60,264.00,false,0,
Downings GAA,Páirc na nDúnaibh,55.19330200,-7.83166800,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.193302,-7.831668",https://twitter.com/clgnadunaibh,3.00,1350.40,306.00,false,0,
Dr. Crokes,,52.06723400,-9.50400200,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.067234,-9.504002",https://twitter.com/drcrokesgaa,46.00,1436.80,273.00,false,0,
"Dreadnots GAA, Clogherhead",,53.77870200,-6.24702200,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.778702,-6.247022",https://twitter.com/dreadnotsgfc,19.00,842.60,242.00,false,0,
Dripsey,O'Briens Field,51.88950100,-8.63109800,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.889501,-8.631098",https://twitter.com/dripseygaa,19.00,1271.00,243.00,false,0,
Dromara GAA,Drinn Park,54.36880600,-5.98530400,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.368806,-5.985304",,164.00,1001.44,283.00,false,0,
Dromard,Páirc na nGael,53.89612600,-7.66042500,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.896126,-7.660425",https://twitter.com/dromardgaa,78.00,1047.90,274.00,false,0,
Dromcollogher/Broadford,,52.34403700,-8.91700800,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.344037,-8.917008",https://twitter.com/drombroafordgaa,106.00,1027.40,257.00,false,0,
Dromid Pearses,,51.89428300,-10.08816400,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.894283,-10.088164",https://twitter.com/dromidgaa,22.00,1875.00,284.00,false,0,
Dromina,,52.31030400,-8.80646300,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.310304,-8.806463",https://twitter.com/drominagaa,146.00,956.80,254.00,false,0,
Dromin/Athlacca,,52.45619400,-8.64563000,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.456194,-8.64563",https://twitter.com/drominathlaccag,52.00,1002.80,257.00,false,0,
Drom/Inch,The Ragg,52.71891700,-7.91427600,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.718917,-7.914276",,94.00,914.40,244.00,false,0,
Dromtariffe,,52.09789800,-8.97287300,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.097898,-8.972873",https://twitter.com/dromtarriffegaa,93.00,1107.40,254.00,false,0,
Drumalee GAA,St. Phelim's Park,53.99798800,-7.35284400,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.997988,-7.352844",https://twitter.com/drumaleegfc,95.00,955.12,290.00,false,0,
Drumbaragh Emmett's,,53.72757300,-6.93818600,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.727573,-6.938186",,105.00,931.40,255.00,false,0,
Drumcliffe/Rosses Point,Oxfield,54.33990000,-8.51937000,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.3399,-8.51937",https://twitter.com/drumclifferpgaa,12.00,1493.50,296.00,false,0,
Drumconrath GAA,,53.84201000,-6.65677300,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.84201,-6.656773",https://twitter.com/drumconrathgaa,46.00,835.90,244.00,false,0,
Drumcullen,,53.13356900,-7.80345300,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.133569,-7.803453",https://twitter.com/drumcullen_gaa,73.00,980.70,266.00,false,0,
Drumgoon Éire Óg GAA,Páirc Uí Bhaoill,54.04294000,-7.01831600,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.04294,-7.018316",https://twitter.com/drumgoongaa,74.00,951.81,287.00,false,0,
Drumhowan Geraldines ,Páirc Mhic Eoin,54.10484800,-6.82205000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.104848,-6.82205",https://twitter.com/DrumhowanGAA,118.00,949.10,258.00,false,0,
Drumkeerin GAA,,54.16644400,-8.13500000,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.166444,-8.135",https://twitter.com/drumkeeringaa,56.00,1327.60,287.00,false,0,
Drumlane GAA,O'Connell Park,54.06862400,-7.47832800,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.068624,-7.478328",https://twitter.com/drumlanegaa,56.00,991.62,289.00,false,0,
Drumree GAA,,53.50190100,-6.58493100,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.501901,-6.584931",https://twitter.com/drumreegaa,100.00,819.60,243.00,false,0,
Drumreilly GAA,,54.03926200,-7.74377300,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.039262,-7.743773",https://twitter.com/drumreillygaa,70.00,1085.20,267.00,false,0,
Drung Dalcassians GAA,Páirc Dhroing,54.06886400,-7.22534200,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.068864,-7.225342",https://twitter.com/gfc_drung,68.00,962.54,282.00,false,0,
Duagh,,52.41221800,-9.38900800,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.412218,-9.389008",https://twitter.com/duaghgaa1,76.00,1293.80,276.00,false,0,
Duffry Rovers,,52.55214700,-6.70093600,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.552147,-6.700936",,123.00,1115.70,245.00,false,0,
Duleek-Bellewstown,,53.65446100,-6.43365700,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.654461,-6.433657",https://twitter.com/duleekbellewgfc,32.00,815.90,255.00,false,0,
Dundalks Gaels,,53.99907400,-6.40114800,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.999074,-6.401148",https://twitter.com/dundalkgaels,5.00,884.60,254.00,false,0,
Dundalk Young Irelands,Páirc Eire Óg,53.99012000,-6.38991800,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.99012,-6.389918",https://twitter.com/dyoungirelands,6.00,884.60,254.00,false,0,
Dunderry GAA,,53.60662900,-6.77232900,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.606629,-6.772329",https://twitter.com/dunderry_gaa,60.00,819.60,253.00,false,0,
Dundrum GAA,John Kielty Memorial Park,54.26253400,-5.83830700,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.262534,-5.838307",https://twitter.com/DundrumGAC,,1235.59,278.00,false,0,
Dungarvan,Páirc Dungarbhain,52.08462200,-7.64096700,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.084622,-7.640967",https://twitter.com/clgdungarvan,13.00,1372.80,254.00,false,0,
Dungloe GAA,Rosses Park,54.95105700,-8.35222300,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.951057,-8.352223",https://twitter.com/dungloegaa,20.00,1622.34,307.00,false,0,
