Club Name,Recordings,Club Identifier
Cheam,70,cheam-sports-football-club
CheckHers,20,checkhers-elite-2025-black
Cheddar,35,cheddar-valley-rfc
Chelan Soccer,33,chelan-hs-soccer
Chelmsford,256,chelmsford-city
Elite Contract Flooring Services Ltd,34,elite-contract-flooring-services-ltd
Chelmsford City EJA,29,chelmsoford-city-eja
Chelmsford City Girls FC,16,chelmsford-city-girls-fc
Chelmsford EJA U18 24/25,62,chelmsford-city-u17-2324
Akweres Veo,290,danson-football-club
Chelmsford Hockey Club,36,chelmsford-hockey-club
Chelmsford Hotel,45,kurri-kurri-minor-league
Chelmsford Rugby Club,92,chelmsford-rugby-club-f9de7ea9
Chelmsford Rugby Football Club U15s VEO,93,chelmsford-rugby-football-club
Chelmsford Youth Lacrosse,18,chelmsford-youth-lacrosse
Chelsea Academy VEO,2466,chelsea-academy-veo
Chelsea FC Blenheim,228,chelsea-fc-blenheim
Chelsea FC Foundation - Inclusion & Disability,62,chelsea-fc-foundation-inclusion-disability
CSSHK,114,chelseafc-soccer-school-hong-kong
Chelsea FC Women,626,chelsea-fc-women
Chelsea FFC SPARASHOLT COLLEGE WINCHESTER,18,chelsea-ffc-sparasholt-college-winchester
Chelsea FC,46,chelsea-football-club-b5104fc7
Chelsea HS Boys Soccer,65,chelsea-high-school-boys-soccer-4
Chelsea Girls' Soccer,46,chelsea-high-school-girls-soccer-69e1c571
Chelsea High School,254,chelsea-high-school-boys-soccer-3
Chelsea Piers Soccer Club,34,chelsea-piers-soccer-club-039b734a
CPSC,843,chelsea-piers-shoreline-soccer-club
Chelsea Rovers,217,chelsea-rovers-football-club
Chelsea SC,121,chelsea-soccer-club-b0bdce54
Chelsea,157,chelsea-soccer-club-dfbbc92c
Chelsea SC,39,chelsea-soccer-club-3f8d5781
Chelsea Soccer Club,18,chelsea-soccer-club-4ea7ba35
Chelsea Warriors,20,chelsea-warriors
Bournside,33,cheltenham-bournside-school
Cheltenham Civil Service RFC,31,cheltenham-civil-service-rfc
Cheltenham College RFC,34,cheltenham-college-rugby
Cheltenham College,39,cheltenham-college-sport
Cheltenham HC,74,cheltenham-hockey-club
CLC,60,cheltenham-ladies-college
Cheltenham Neptunes C/O Benjamin Newham,45,cheltenham-neptunes
Cheltenham North Rugby Football Club (CNRFC),109,cheltenham-north-rugby-football-club-cnrfc
Cheltenham Saracens,166,cheltenham-saracens
Cheltenham Tigers,138,cheltenham-tigers-rugby-club
Cheltenham Town Academy,1184,cheltenham-town-academy
Cheltenham Town FC Ltd (Hereford Development),408,cheltenham-town-dc-hereford
Cheltenham Town Ladies,11,cheltenham-town-women-fc
Cheltenham Town Women FC,166,cheltenham-town-ladies-fc
Chemeketa Community College,15,chemeketa-community-college-f4b67e25
Chemfica,84,chemfica
Chemie Leipzig,13,chemie-leipzig-9becd7be
CFCAVIGNON,90,cheminot-football-club-avignon
Die Himmelblauen,70,chemnitzer-fc
Chemnitzer FC,68,betriebssportgemeinschaft-chemie-leipzig-ev
Chemnitzer FC e.V.,37,chemnitzer-fuballclub-ev-15573ec9
Chenango Forks Boys Soccer,111,chenango-forks-boys-soccer
Chenque rugby club,60,chenque-rugby-club
Cheong-Ju FCK,236,cheong-joo-fck
Chepstow Town,69,chepstow
Chepstow RFC,107,chepstow-rfc
EL PLANTER,1027,che-que-gol-sl
Cherinor Sillah,53,cherinor-sillah
Chernomorec,72,chernomorec
Chernomorec1919,14,chernomorec1919-burgas
Cherokee Impact,57,cherokee-impact-984ce4e8
Juiced Cherries 2029,22,personal-2192ff98
Cherry Beach,193,cherry-beach
Falcons 2011 Boys,130,cherry-beach-falcons
Cherry Beach,222,cherry-beach-soccer-club-07c3fecd
Cherry Beach,251,cherry-beach-soccer-club-866a7ff3
Cherry Blossoms FC,91,cherry-blossoms-fc
Cherrybrook Technology High School,54,cherrybrook-technology-high-school
Cherrybrook United,20,cherrybrook-united
Cherry Creek Bruins,11,cherry-creek-brains
Creek,15,cherry-creek-bruins
Cherry Creek High School,15,cherry-creek-high-school
Cherry Creek Bruins Lacrosse,28,cherry-creek-high-school-lacrosse
Cherry Creek Hockey,155,cherry-creek-hockey
Creek Football,117,creek-red
Cherry Hill FC,373,cherry-hill-fc-2
Cherry Hill Knights,105,cherry-hill-knights
CHSC,466,cherry-hill-soccer-club
Cherry orchard,11,cherry-orchard-648b4bdf
Cherry Orchard,13,software-cherryorchard
Cherry orchard fc,11,cherry-orchard-fc-4f9324ef
Cherry orchard,34,cherry-orchard-fc-18137073
Chertsey Town Fc,44,chertsey-town-fc
CCLax 28,26,chesapeake-club-lacrosse-2028
Chesapeake United,144,chesapeake-united-soccer-club-6959649d
Chesapeake United,104,chesapeake-united-soccer-club-4
Chesham Stags,127,chesham-rugby-union-football-club
Chesham United,238,chesham-united
Chesham United Ladies,112,chesham-united-ladies
Chesham United Youth FC,123,chesham-united-youth-fc
Cheshire Bears,131,cheshire-bears-womens-american-football-team
Cheshire FA,98,cheshire-football-association
Cheshire Lines Football Club,68,cheshire-lines-football-club
Phoenix,70,cheshire-phoenix-juniors-830160e9
Midstate Rugby,27,cheshire-rugby-corporation-dba-midstate-rugby
Cheshire,23,cheshire-schools-fa
Cheshire Soccer Club,18,cheshire-soccer-club-77e70451
Cheshunt,220,cheshunt
Cheshunt Fc,14,cheshunt-fc-56ef38e1
CHESHUNT FC u13's JPL,117,cheshunt-football-club-u18s
Cheshunt Football Club,221,cheshunt-football-club
Cheshunt Fc,70,cheshunt-football-club-fee2687e
Cheshunt FC,78,cheshunt-football-club-902e4d4c
Cheshunt Rubgy,63,cheshunt-rugby
Cheshunt Rugby,141,cheshunt-rugby-club
Cheshunt U12 Blues,13,cheshunt-u12-blues
Cheshunt Youth,244,cheshunt-youth-fc
Cheshunt FC,379,enfield-rangers-youth-football-club
Seals,98,cheshunt-youth-seals
Chessington & Hook United FC,391,chessington-hook-united-football-club
Chess Valley,128,chess-valley-rfc-6ae0bd05
Chester FC Women,90,chester-fc-women
Chesterfield Community Trust,40,chesterfield-community-trust
Chesterfield FC Academy,113,chesterfield-football-club-4b08e284
Chesterfield HC (official),99,chesterfield-hc-official
Chesterfield Junior Blues,79,chesterfield-junior-blues-fc
CLFC,141,chesterfield-fc-women
CLFC First Team,130,chesterfield-women-football-club-first-team
Chesterfield Panthers,123,chesterfield-panthers
Chesterfield Women,93,chesterfield-women-11
Chester Football Club,34,chester-football-club
Chester Gladiators,22,chester-gladiators-rlfc
Chester Le Street Town,154,chester-le-street-town-ladies-football-club
Chester Rugby Club,122,chester-rufc
Chester RUFC U13,42,chester-rufc-u13
Chester Rugby Club Juniors (u15),38,chester-rugby-club-juniors
Chesterton Eagles FC,118,chesterton-eagles-football-club
Cheverly Soccer Club,48,cheverly-soccer-club-951d9185
Lady Stags Soccer,42,cheverus-varsity-girls-soccer-team
Chevigny Saint Sauveur football,28,chevigny-saint-sauveur-football-ed873676
LA Evolution Soccer Academy,16,tommy-vieth
Chew Valley RFC,145,chew-valley-rugby-football-club
Cheyenne Soccer Club,84,cheyenne-soccer-club
CHHS Girls Soccer,45,chhs-girls-soccer
UT,160,copper-hills
Chiawana Soccer,88,chiawana-soccer
Chicago,76,chicago-efca0cc4
Midwest United,16,midwest-united-ba3ad328
Chicago Blaze,58,chicago-blaze
Chicago Blues FC,169,chicago-blues-football-club
Chicago City  SC - Edgar,62,chicago-city-sc-edgar
Chicago City,1151,slavoljub-rafailovic
Chicago City Soccer Club South,50,chicago-city-south
Dynasty FC,10,chicago-dynasty-fc
Chicago Edge Soccer Club,88,chicago-edge-soccer-club-2
Chicago Empire FC,705,chicago-empire-fc
Chicago Empire FC South,141,chicago-empire-fc-south-3
Chicago FC United,1772,chicago-fc-united
Chicago FC United,21,chicago-fc-united-26d083a1
Chicago FC United 07GA,85,chicago-fc-united-07ga
Chicago FC United 05 Academy 2,90,chicago-fc-united-2005-pre-academy-red
Chicago fire,33,chicago-fire-d82d1f7a
Chicago Fire,50,chicago-fire-679b168a
Chicago Fire,18,chicago-fire-ff44b492
Chicago Fire Football Academy,691,chicago-fire-football-club
Chicago Fire Youth SC,1189,chicago-fire-juniors
House,17,chicago-house-ac
Inferno,1099,chicago-inferno-3
Chicago Inter 2011 Girls ECNL-RL,23,chicago-inter-soccer-club-3996a035
Chicago Inter 2012 Girls ECNL,20,maxwell-eclipse
Chicago Inter 2014/15 Girls,42,chicago-inter-201415-girls
Chicago Inter ECNL G09,121,chicago-inter-soccer-club
Chicago Inter ECNL-RL 2009,44,chicago-inter-soccer-club-69d06574
Chicago International 08 SC,125,chicago-international-soccee-club
Chicago Inter Soccer,342,chicago-inter-soccer
Chicago Inter,14,chicago-inter-soccer-club-a7b63ab1
Chicago Inter,68,chicago-inter-soccer-club-25e82a32
Chicago Inter Soccer Club,68,chicago-inter-soccer-club-77ceea7d
Chicago Inter,123,chicago-inter-soccer-club-02ae4ea6
Chicago Inter 2010 ECNL National Team,73,chicago-inter-soccer-club-1123c16a
Chicago Inner South,45,chicago-inner-south
CHICAGO KICS FC,289,chicago-kics-football-club
Chicago Lions,119,chicago-lions-charitable-assocation
Chicago Lions,241,chicago-lions-rugby
Chicago Magic,95,chicago-rush-north
Chicago Phoenix FC,42,junior-warriors-soccer-club
CRC,79,chicago-rugby-club
Chicago Rush,912,chicago-rush-soccer-club
Chicago Rush South,99,chicago-rush-south-soccer-club
Chicago Soccer Academy,461,chicago-soccer-academy
Chicago Strikers,90,chicago-strikers
Chichester College Sport Hub,122,chichester-college
Chichester High School,96,chichester-high-school
Chichester Hockey Club,14,chichester-hockey-club-28e6c01f
Chichester RFC,67,rfc-efae3456
Chichester Sharks,72,chichester-sharks-66b4daf1
Chickenbone,57,3d-georgia
Chico cal soccer,78,chico-cal-soccer-club
Chicopee Comprehensive High School,44,chicopee-comprehensive-high-school
Chicopee High School,24,chicopee-high-school
Chico United FC,97,feather-river-college-soccer
Chief Sports,20,chief-sports
Chiefs UA Flag,76,chiefs-under-armor-flag-football
Chigwell School,50,chigwell-school
Chiko Chitsike,33,chiko-chitsike
CHIKUGO FC,20,chikugo-fc-bb8f6a92
Child Essendon Royals Soccer Club,131,child-essendon-royals-soccer-club
Lawton Chiles High School,193,chiles-high-school-boys-soccer
CSA,128,chili-soccer-association
Chilliwack minor lacrosse,86,chilliwack-minor-lacrosse
Chillpill FC,30,snipers
Chiltern United,124,escolla-girls
Chimaira,21,chimaira-fc
chimuzo technologies,33,chimuzo-technologies
Artic Fox,241,chin
Chinese Football Boys,33,chinese-football-boys-199190a0
CISSA,60,chinese-international-student-sports-alliance
CRC PG,236,chinese-recreation-club-penang
Chingford rfc,28,robert-clack
Chingford Rugby Football Club,21,chingford-rugby-football-club
Brook House,50,brook-house
Cooper acadamy,244,cooper-acadamy
Chippenham RFC,152,chippenham-rfc
Chippenham Town FC,284,chippenham-town-fc
Chipping Campden School,14,chipping-campden-school
Chipping Norton,51,chipping-norton
Chipstead,353,chipstead-fc-surrey
Chipstead Rugby Club,30,chipstead-rugby-club-bcc22c7c
Chipstead,93,chipstead-rugby-club
Chi-Rex United Football Club,13,quantum-leap-promotions
Chisholm Catholic College,42,chisholm-catholic-college
CSGS,124,chislehurst-and-sidcup-grammar-school
Chislehurst Wanderers FC Limited,14,chislehurst-wanderers-fc-limited
Chiswick Celtic,14,chiswick-celtic-fc
Chiswick Rugby Club,39,crfc-juniors
Chiswick RFC,38,chiswick-rugby-football-club-72bf9ccc
CHIUS,35,socal-elite
Chivas,68,humberto-tena
Chivas academy,26,chivas-academy
Chivas fc,73,chivas-fc
Chivas FC,70,chivas-futbol-club
Chivas rojiblanco,141,chivas-rojiblanco
Chlumecká sportovní,26,chlumecka-sportovni
Choate Rosemary Hall,48,choate-rosemary-hall-0276126e
Chobham RFC,227,chobham-rugby-football-club
Choctaw,60,choctaw-mens-soccer
Us choisy,121,choisy-au-bac
Cholusatsur,23,cholusatsur
Chopra family,52,chopra-family
Chorley FC,272,chorley-fc
Chorley FC U12,18,chorley-fc-u12s
Chorley Women,116,chorley-women-football-club
CHS,100,chosen-hill-school
Chosen Hoops,86,chosen-hoops
Choulex Football Club,22,choulex-football-club
Saint Benedict,10,chris-d691f01e
Chris,192,shaw
Preston lions,54,chris-87
Chris,13,chris-ef2024d9
chris,32,chris-altruda
⚽️,225,coventry-copsewood-jfc-colts-under-14
CadoganFC,14,chris-cadogan-enterprises-fc
White Family Account,264,dfeeters-kicks-soccer-club-07g-vielma-black
The Ds,78,the-ds
Chris Dyson,55,tigers-rovers
-,398,chris-eskew
Chris Good,137,chris-good
CGTV,55,branford-girls-basketball
Chris Ignatiou,136,chris-ignatiou
Chris Kehres,10,na-5ecf8930
Chris,64,biddulph-rovers-fc
Markham Irish Canadian Rugby Club,67,chris-li-cheong-man
Chris Morrison,42,chris-morrison
Christ Church Grammar School,19,christ-church-grammar-school-13b16990
CCV Stars,1407,christ-church-of-the-valley
Christchurch Saxons RFC,43,christchurch-rfc
Christchurch Athletics 1,47,christchurch-athletics-1
Christchurch Athletics 2,63,christchurch-school-athletics
CUFC,23,christchurch-united-fc
Christ College,70,christ-college-brecon-2
Christ Covenant Clubhouse 2,80,christ-covenant-clubhouse-2
Christ Covenant School,178,christ-covenant-school-810bbcb5
Christendom College Rugby,17,christendom-college-rugby
CA Athletics,38,christian-academy-athletics
CAK,74,christian-academy-of-knoxville
Christian Academy of Knoxville,35,christian-academy-of-knoxville-262962d3
Christian AMORENA,164,hernani-rugby-club
Christian Brothers College,61,christian-brothers-college
CBC,41,christian-brothers-college-adelaide
Christian Francois,134,christian-francois
CBK fotball,177,christiania-ballklubb
Christiania Ballklubb,99,christiania-ballklubb-38079362
Christiania Sports Club,155,christiania-sports-club
Krølle,19,christian-kjelstrup-larsen
Christian Life School,274,christian-life-soccer
Christian Saxer,23,christian-saxer
Christians Beste,15,christians-beste
Christiansbjerg IF,150,christiansbjerg-idraetsforening
Blue Demons Women's Soccer,32,christiansburg-high-school-womens-soccer
Christiansburg Soccer Club,184,christiansburg-soccer-club
Christian Simon,12,christian-simon
Christleton new scene,84,christleton-new-scene-football-club
Christopher Lee,28,christopher-lee
Chris,21,christopher-lucas
Christopher McDonald,119,christopher-mcdonald
Dixon Camera,29,king-of-prussia-soccer-club
CSP,201,portage-soccer-club-b5b5b167
AKA Burgenland,59,christoph-morgenbesser
Christos,38,christos
CPA,185,merchant-logo-christ-presbyterian-academy
CCV STARS,43,christs-church-of-the-valley-stars
Christ's Hospital,99,christs-hospital
Christ's School,46,christs-school
Christ the King,28,christ-the-king-86ad38f9
Chris Waterworth,24,chris-waterworth
Chris Watts,27,chris-watts-977a83ad
CPW,33,chris-whalley-teams
Chrysalis Multi Academy Trust,48,chrysalis-multi-academy-trust
CHS,17,chs-bfa9e3fd
CHS Middle School Football,54,chs-football
CHS LAX,176,charleston-elite
Chuckey-Doak High School,15,chuckey-doak-high-school
2011 cvfc,51,chula-vista-fc-6
Chula Vista FC,611,chula-vista-fc
CVFC,139,chula-vista-futbol-club-8
Chula Vista,508,chula-vista-futbol-club-14
CHUO SPORTS ACADEMY U-15,238,chuo-sports-academy
Churcher's Sport,199,churchers-sport
Vikings,37,churchie-vikings-1900b40f
Vikings,10,churchie-vikings
Churchie Vikings,85,churchievikings
Churchill Academy,32,churchill-academy
Churchill Football Netball Club,25,churchill-football-netball-club
Churchland Soccer League,12,churchland-soccer-league-ee03a5f9
Churchland Soccer League,50,churchland-soccer-league
CIYMS,59,church-of-ireland-young-mens-society
Churchville Soccer Club,107,churchville-soccer-club
YGG Glantaf,151,chwaraeon-glantaf
Ciaron Fitzpatrick,40,ciaron-fitzpatrick
CIBAO FC,1338,cibao-fc
Cibola Boys Soccer,54,cibola-raiders-boys-soccer
Ciclista Lima,219,ciclista-lima-fc
CIC SPORTS,19,cic-sports-73177461
CIDESD - UTAD,31,cidesd-utad
CIELO UNION,32,hosoai-inc
CIEX SPORTS ACADEMY,181,ciex-sports-academy-ec214ab3
Cifa Elite FC,16,cifa-elite-fc
CILIVERGHE CALCIO,186,ciliverghe-calcio
Cill Dara,125,cill-dara-rfc
Sirens/Swerve,12,cincinnati-sirensswerve
Cincinnati United,204,cincinnati-united-18
Cincinnati United,72,cincinnati-united-979d5d1f
CUP,63,cincinnati-united-premier-8
CUP,1593,cincinnati-united-premier
CUP,27,cincinnati-united-premier-e2d05139
CUP 2010,153,cincinnati-united-premier-9
CUP,137,archbishop-moeller-high-school-2
CUP,46,cincinnati-united-premier-0b8f7da9
Cincinnati United Premier,92,cincinnati-united-premier-4975624c
Cincinnati United Premier (CUP) Black,186,cardinal-pacelli
CUP,21,cincinnati-united-premiere
CUP,148,cincinnati-united-premiere-07b-gold
CUP,140,cincinnati-united-premier-jones
CUP,15,cincinnati-united-soccer-club
Cincinnati United North,557,cincinnati-united-soccer-club-2
CUSE,278,cincinnati-united-southeast
"Cincinnati West Soccer Club, Inc.",895,cincinnati-west-soccer-club
Cincinnati West Soccer Club,154,cincinnati-west-soccer-club-7003d0e5
Cincy Galaxy,52,cincy-galaxy-soccer-club
Cincy SC,112,cincy-sc
cinderford town afc,51,cinderford-town-2
Cinderford Town LFC,32,cinderford-town-lfc
CIOS,30,cios-heerenveen-leeuwarden
Cipriani soccer academy,38,cipriani-soccer-academy
Circle City Futbol Club,69,fc-pride-19ebce91
Circle City FC,93,circle-city-futbol-club-2
C.S. TREVIGLIESE A.S.D.,55,circolo-sportivo-trevigliese-asd
CRFC,55,jobbl
The Centurions,107,cirencester-town-football-club
Cirencester Town Under 16s,15,cirencester-town-under-16s
Cisco College,87,cisco-college
Cisnado-Davis Club,161,cisnado-davis-club
Cisse M,244,cisse-mamoudou
UQAM (DA1058892),73,citadins-de-luqam-2f380c8f
Cities RLFC,11,queensland-country-meats
Citizen,39,citizen-women-football-club
Cvhs boys soccer,17,citrus-valley-high-school
CITTADELLA VIS MODENA ASD,22,cittadella-vis-modena-asd
Città di Albino Giovanile,68,albinogandino
Città di Teramo 1913,44,1family-sport-di-de-baptistis-romolo
Citta Solare,45,citta-solare
CiTY,21,city-b43b00f6
CITY Academy,23,agencija-h2
City Brothers FC,35,city-brothers-fc
City Church Manchester FC,24,city-church-manchester-fc
CCSF m soccer,76,city-college-of-san-francisco-m-soccer
City College Plymouth,59,city-college-plymouth
Reedbut Group Limited,53,reedbut-group-limited
City FC,303,qpcc-football-academy
CITY FC,229,city-fc-d3f60c04
City Football Academy,707,city-football-academy
CityFC,100,city-football-club-41d9436a
City in the Community,10,city-in-the-community-69107b3e
City (JS),545,carlsbad-2
City Ladies FC,19,city-ladies-football-club
City of Armagh Rugby Club,26,city-of-armagh-rugby-club-44e7ad13
COBHC,48,city-of-bath-hockey-club
City of Edinburgh Basketball,111,city-of-edinburgh-basketball-d8912ab1
City of Glasgow College,57,city-of-glasgow-college
COH H-Town Soccer Academy,37,city-of-houston-h-town-soccer-academy
COLBC,158,city-of-leeds-basketball-club
City Of London,18,city-of-london
CoLA HG,38,city-of-london-academy-highbury-grove
Freemen's,88,city-of-london-freemens-school-2
City of London School,423,city-of-london-school
Peterborough,66,city-of-peterborough-hc
City of Stoke FC,14,city-of-stoke-football-club-27d3e7ae
City of Stoke-on-Trent Sixth Form College,47,city-of-stoke-on-trent-sixth-form-college-14a36abb
City of York HC,95,city-of-york-hockey-club-2
City Pirates,11,city-pirates-a583c81b
City Pirates,149,city-pirates-c997a5f4
Cityroos,27,aydogan-football-management
citysc,155,sdsc-1ab2fc10
City SC,1068,city-sc
City SC,24,city-sc-a4d41449
Carlsbad 2008 Thierry Bouchereau,63,carlsbad
City SC,23,city-sc-717271b0
CITY SC,24,city-sc-temecula-ed5cb634
City SC -  2012,50,city-sc-dowd-2012
City sc,27,city-sc-carlsbad-25287570
City Carlsbad,51,city-sc-carlsbad-7b0c07d0
City SC Carlsbad,116,city-sc-carlsbad-5036cdb6
City SC Carlsbad,19,city-sc-carlsbad-266575fe
City SC,30,city-sc-chula-vista
City SC,50,city-sc-le-b2013
City SC Metro BK,29,scott-horne
City SC San Marcos,28,city-sc-san-marcos-b818238a
City SC San Marcos,78,city-sc-san-marcos-271e4ff2
City SC San Marcos,264,city-sc-san-marcos
CitySC San Marcos,168,citysc-san-marcos
G2006 Academy,43,city-sc-san-marcos-g2006-academy
City SC Southwest,150,city-sc-menifee-valley
City SC Tem EA2 B12,21,city-sc-temecula-744b6f47
City SC Temecula,92,city-sc-temecula-36b7b3ef
City SC,100,city-sc-temecula-3789f1ae
City SC Temecula CITY SC LE B11 Premier,52,city-sc-temecula-city-sc-le-b11-premier
City SC Utah,962,utah-soccer-alliance-6
